adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,characters,cast,director,screenplay,keywords
False,0,http://www.heathensandthieves.com/,134693,tt1510983,en,Heathens and Thieves,"Lawmen, drifters, and hired guns converge at a Northern California ranch believing its Chinese owners possess stolen gold.  When two drifters hear rumors that a Chinese railroad worker has escaped with gold and now owns a remote ranch in the wilds of Northern California, the desperate men set a plan in motion to steal the gold for themselves. Saul, the youngest of the drifters, hopes to win the affections of Zhen and his beautiful wife, Kun Hua. Saul hires on as a farmhand, while his partner Bill lurks in the shadows and waits for the opportunity to strike. However, waves of worse men arrive seeking the stolen fortune, setting in motion a deadly multi-sided face-off of bluffs, gambles, and betrayals.  Heathens &amp; Thieves is a western crime drama set in an American era when the riches associated with the 1849 Gold Rush, the fallout of the Civil War, and the impact of Chinese immigration were fresh in people's minds.",0.98003,/kAofXRz9NyeipauGP3rgKGam2H5.jpg,2012-08-01,0.0,0.0,Released,"The battle over ""Chinaman's gold"".",Heathens and Thieves,False,6.0,2.0,"['Action', ', Western']",['Orofino'],['United States of America'],['en'],,"['Saul', ', Kun Hua', ', Sherman', ', Moses', ', Zhen']","['Andrew Simpson', ', Gwendoline Yeo', ', Don Swayze', ', Michael Robert Brandon', ', Boyuen']",Megan Peterson,,['null']
False,0,,144421,tt1754898,en,Wintergartenprogramm,,0.744847,/xREh6RwmqYur4202BcJ3GkWhK34.jpg,1895-11-01,0.0,7.0,Released,,Wintergartenprogramm,False,5.0,5.0,['null'],['Skladanowsky Film'],['Germany'],['xx'],,"['', ', ']","['Emil Skladanowsky', ', Max Skladanowsky']",Max Skladanowsky,,"['silent film', ', vaudeville']"
False,0,,217605,tt1587109,en,A sírásó,"Ever since I started making films it has bothered me in a certain sense that film images are far too concrete, because technically they try to imitate the sense of space characteristic of everyday life. So the story ignites the imagination only to be slowed down by the images and stops the viewer from taking a flight of fantasy. I have always been searching for an intrinsically different tool in filmmaking. One that could record space in its temporal progression. I would never have thought it existed!",0.042332,/mkKPOkcUVgCrGgjxsfTsspmiVgr.jpg,2010-01-01,0.0,85.0,Released,,The Grave Digger,False,5.0,1.0,['null'],['null'],['null'],['null'],,[''],['Mucsi Zoltán'],Sándor Kardos,,['null']
False,0,,193652,tt0029350,en,An Optical Poem,A dance of shapes.,1.066482,/pokgqXg7jOX2NtAd7naE6ExpvoA.jpg,1937-01-01,0.0,6.0,Released,,An Optical Poem,False,7.2,13.0,['Animation'],['null'],['null'],['en'],,['null'],['null'],Oskar Fischinger,,"['classical music', ', shapes']"
False,0,,367647,tt0078588,en,Connections,"Documentary  Follow James Burke through the history of science and technology. In this collection of 10 1-hour episodes, starting with ""The Trigger Effect"".",0.035294,,,0.0,0.0,Released,,Connections,False,9.0,1.0,['null'],['null'],['null'],['null'],,['null'],['null'],,,['miniseries']
False,0,,25926,tt0296753,en,Mind Meld: Secrets Behind the Voyage of a Lifetime,"An unprecedented examination of the impact the Star Trek experience has had on the franchise's most celebrated participants: William Shatner and Leonard Nimoy. These two stars have arguably embodied the brightest icons in the sci-fi universe; Shatner as passionate Captain James T. Kirk, and Nimoy as logical-minded, half Vulcan Mr. Spock.",0.7281270000000001,/zuQM2Pba5oVgS2z94Bz25kYolZw.jpg,2001-11-06,0.0,75.0,Released,,Mind Meld: Secrets Behind the Voyage of a Lifetime,False,6.6,4.0,['Documentary'],['null'],['null'],['en'],,"['Leonard Nimoy', ', William Shatner', ', Narrator']","['Leonard Nimoy', ', William Shatner', ', Billy West']",Peter Jaysen,,['space opera']
False,0,,13633,tt0085210,en,Bad Boys,Mick O'Brien is a young Chicago street thug torn between a life of petty crime and the love of his girlfriend. But when the heist of a local drug dealer goes tragically wrong Mick is sentenced to a brutal juvenile prison where violence is a rite of passage and respect is measured in vengeance.,3.313524,/jVrUYpKefOjEnjaJ5Vnlwz0MQKK.jpg,1983-03-25,9190819.0,104.0,Released,There's Only One Person Left Who Believes Mick O'Brien Can Make It... Mick O'Brien.,Bad Boys,False,6.7,68.0,"['Crime', ', Drama', ', Thriller']",['EMI Films'],['United States of America'],['en'],,"[""Mick O'Brien"", ', Ramon Herrera', ', Gene Daniels', ', Horowitz', ', Paco Moreno']","['Sean Penn', ', Reni Santoni', ', Jim Moody', ', Eric Gurry', ', Esai Morales']",Rick Rosenthal,,"['prison', ', irish-american', ', juvenile prison']"
False,0,,20975,tt0134614,ru,Devchata,"One of the most popular Soviet films of the 60th, ""Devchata"" is a perfect example of how to make a wonderful movie in the most difficult genre of comedy/romance. ""Devchata"" is funny, heartwarming, charmingly naive yet involving and moving. Nadezda Rumiantseva gives a star making performance as a teenager Tosya who came to work as a cook in a logging company located in the distant Siberain village with the long and snowy winter. On her first day, she meets Ilya (Nikolai Rybnikov), the most popular and attractive guy who is equally known for his success on the working place and with the girls. Ilya makes the bet with the friends that the new cook will fall in love with him in no later than two weeks...",2.4995119999999997,/cwo4P2adoPuwz8baU1qSxDCBbWP.jpg,1961-01-01,0.0,93.0,Released,,The Girls,False,7.0,16.0,"['Comedy', ', Romance']",['Mosfilm'],['Russia'],['ru'],,"['Тося Кислицына', ', Илья Ковригин', ', Анфиса', ', Катя', ', Вася Зайцев']","['Nadezhda Rumyantseva', ', Nikolai Rybnikov', ', Svetlana Druzhinina', ', Lyusyena Ovchinnikova', ', Roman Filippov']",Yuri Chulyukin,,['null']
False,0,,67177,tt0074284,it,Caro Michele,,0.0037939999999999996,/v1OzHfZMff1KXcCXkJpz2nKtAwt.jpg,1976-01-01,0.0,0.0,Released,,Dear Michele,False,0.0,0.0,['null'],['null'],['null'],['it'],,"['', ', ', ', ', ', ']","['Mariangela Melato', ', Delphine Seyrig', ', Lou Castel', ', Aurore Clément']",Mario Monicelli,Suso Cecchi d'Amico,['null']
False,26000000,,1551,tt0099582,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",11.890138,/3CoUzgCU8kR2UCXovrvfNAjvWkI.jpg,1990-08-09,61489265.0,115.0,Released,Some lines shouldn't be crossed.,Flatliners,False,6.3,413.0,"['Drama', ', Horror', ', Science Fiction', ', Thriller']","['Columbia Pictures Corporation', ', Stonebridge Entertainment']",['United States of America'],"['en', ', fr', ', es']",,"['Nelson', ', Rachel Mannus', ', David Labraccio', ', Joe Hurley', ', Randy Steckle']","['Kiefer Sutherland', ', Julia Roberts', ', Kevin Bacon', ', William Baldwin', ', Oliver Platt']",Joel Schumacher,,"['life and death', ', afterlife', ', swing', ', memory', ', medical student', ', confetti']"
False,0,,87199,tt1500761,en,"Viajo Porque Preciso, Volto Porque Te Amo","José Renato, a 35-year-old geologist, is sent on a fieldtrip to the scrublands of the Sertão, a semi-arid isolated region in the northeast of Brazil. The goal of his survey is to assess possible routes for a water canal from the region's only voluminous river.",0.11060999999999999,/3bYLrlbHzRVsGiXU9jsGL7QzO2g.jpg,2009-06-24,0.0,75.0,Released,,"I Travel Because I Have to, I Come Back Because I Love You",False,6.3,3.0,['Drama'],['Rec Produtores Associados Ltda.'],['Brazil'],['null'],,[''],['Irandhir Santos'],Marcelo Gomes,,['null']
False,0,,16258,tt1234541,en,The Butterfly Effect 3: Revelations,"The story revolves around a man trying to uncover the mysterious death of his girlfriend and save an innocent man from the death chamber in the process, by using his unique power to time travel. However in attempting to do this, he also frees a spiteful serial-killer.",7.2284130000000015,/9LJfls07lQYeYctlbowaSgR4Rue.jpg,2009-01-09,0.0,90.0,Released,Death repeats itself.,The Butterfly Effect 3: Revelations,False,5.1,158.0,"['Science Fiction', ', Thriller', ', Drama', ', Crime']","['FilmEngine', ', After Dark Films', ', BenderSpink']",['United States of America'],['en'],The Butterfly Effect Collection,"['Sam Reide', ', Jenna Reide', ', Vicki', ', Harry Goldburg', ', Detective Dan Glenn']","['Chris Carmack', ', Rachel Miner', ', Melissa Jones', ', Kevin Yon', ', Lynch R. Travis']",Seth Grossman,,"['fire', ', recession', ', diary', ', time travel', ', murder', ', bear trap', ', bathtub', ', saw', ', buxom']"
False,0,,139579,tt0078648,en,Маленькие трагедии,A feature film based on the three-part adaptation of the poetic and dramatic cycle of Alexander Pushkin,1.086068,/egFpOr7xeVAaBlH00t0oueIUcXe.jpg,1980-06-30,0.0,240.0,Released,,Little Tragedies,False,6.3,5.0,"['Drama', ', Family']",['Mosfilm'],['Russia'],['ru'],,"['Charsky', ', Improvisator', ', Моцарт', ', Leporello, servant of Don Juan', ', Albert Son of Baron']","['Georgi Taratorkin', ', Sergei Yursky', ', Valeriy Zolotukhin', ', Leonid Kuravlyov', ', Nikolay Burlyaev']",Mikhail Shvejtser,,['null']
False,24000000,,14369,tt0253798,en,Out Cold,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",4.1975440000000015,/yfxBwGvhzD9JQYGAglwN7bwr1Hz.jpg,2001-11-21,14782676.0,89.0,Released,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,False,5.8,53.0,['Comedy'],"['Spyglass Entertainment', "", Donners' Company"", ', Epsilon Motion Pictures', ', Touchstone Pictures']",['United States of America'],['en'],,"['Rick Rambis', ', John Majors', ', Luke', ', Inga', ', Stumpy']","['Jason London', ', Lee Majors', ', Zach Galifianakis', ', Victoria Silvstedt', ', David Koechner']",Brendan Malloy,,"['manager', ', alcohol', ', races', ', mountain', ', gondola', ', snowboarding', ', airplane', ', father', ', sport', ', prank', ', alaska', ', male female relationship', ', drug humor', ', hot tub', ', ski resort']"
False,0,,238705,tt3345966,it,Il bambino cattivo,,0.11668599999999997,/sRSP8uOffIJ0gZtF2CAx0fqQd8T.jpg,2013-11-20,0.0,0.0,Released,,The Bad Child,False,8.3,2.0,['null'],['null'],['null'],['it'],,"['Michele', ', Flora', ', Brando', ', Giuditta']","['Luigi Lo Cascio', ', Donatella Finocchiaro', ', Leonardo Della Bianca', ', Erika Blanc']",Pupi Avati,,['null']
False,0,,92663,tt0094681,ka,აშიკ-ქერიბი,"Wandering minstrel Ashik Kerib falls in love with a rich merchant's daughter, but is spurned by her father and forced to roam the world for a thousand and one nights - but not before he's got the daughter to promise not to marry till his return. It's told in typical Paradjanov style, in a series of visually ravishing 'tableaux vivants' overlaid with Turkish and Azerbaijani folksongs.",0.000308,/lmCfEyL5pgbs4ynkk1xSKwr5PkN.jpg,1988-01-01,0.0,73.0,Released,,Ashik Kerib,False,5.5,11.0,"['Drama', ', Music', ', Science Fiction']",['Qartuli Pilmi'],['Georgia'],"['az', ', ka']",,"['Ashik Kerib', ', Mother', ', Ali-Agha', ', Teacher', ', Sister']","['Yuri Mgoyan', ', Sofiko Chiaureli', ', Ramaz Chkhikvadze', ', Konstantin Stepankov', ', Varvara Dvalishvili']",Sergei Parajanov,,"['surreal', ', arthouse', ', caucasus']"
False,0,,94336,tt2587742,de,Dreileben: Etwas Besseres als den Tod,"Johannes is a loner who wants a better job. And then he meets Ana. Ana is attractive and even though her job is even less prestigious than Johannes's, he falls for her. And then she quits her job to be with him (and be dependent on him) and suddenly things become much more serious. She has fallen for him. But does he still love her? Did he ever? Enter Sarah. Sarah is the daughter of Johannes's boss. He and she have a past. Will Sarah and what she represents be his future, and Ana just a memory, something he'd like to erase?",0.085509,/jE7NxXRPmRDly6r2QyyYrKUC3HZ.jpg,2011-04-13,0.0,88.0,Released,,Dreileben: Beats Being Dead,False,9.0,2.0,['Drama'],"['Schramm Film Koerner & Weber', ', Bayerischer Rundfunk (BR)']",['Germany'],['de'],Dreileben,"['Johannes', ', Ana', ', Sarah', ', Dr. Dreier', ', Maik']","['Jacob Matschenz', ', Luna Mijovic', ', Vijessna Ferkic', ', Rainer Bock', ', Konstantin Frolov']",Christian Petzold,,['null']
False,200,http://www.brunasurfistinhaofilme.com/,58235,tt1587828,pt,Bruna Surfistinha,"Rachel is a girl, adopted by an upper middle class family, who rebelled at 17 and left her family and studies at a traditional college in Sao Paulo to become a call girl. Shortly after starting work, she decided to write a blog about her experiences. Since some clients thought she looked like a surfer she adopted the name ""Surfistinha"" which means little surfer girl.",3.648268,/z5bgtmf0pZisPV0GRo16ttm9PkY.jpg,2011-02-25,0.0,131.0,Released,The story of a family girl. Until take 2.,Confessions of a Brazilian Call Girl,False,6.1,74.0,['Drama'],"['Teleimage', ', TV Zero', ', Damasco Filmes', ', Rio Filmes']",['Brazil'],['pt'],,"['Raquel Pacheco - ""Bruna Surfistinha""', ', Huldson', ', Larissa', ', Janine', ', Miguel']","['Deborah Secco', ', Cássio Gabus Mendes', ', Drica Moraes', ', Fabiula Nascimento', ', Gustavo Machado']",Marcus Baldini,José de Carvalho,"['rehabilitation', ', fame', ', blog', ', drug use', ', prostitution']"
False,0,,28023,tt0047417,en,Riot in Cell Block 11,A prisoner leads his counterparts in a protest for better living conditions which turns violent and ugly.,1.009744,/i7YyyVzkMid1yoLUtBe6I4ZDoQX.jpg,1954-02-28,0.0,80.0,Released,FILMED ON THE SPOT BEHIND PRISON WALLS!,Riot in Cell Block 11,False,6.7,11.0,['Crime'],['Allied Artists Pictures'],['United States of America'],['en'],,"['James V. Dunn', ', Warden Reynolds', ', Commissioner Haskell', ', Crazy Mike Carne', ', The Colonel']","['Neville Brand', ', Emile Meyer', ', Frank Faylen', ', Leo Gordon', ', Robert Osterloh']",Don Siegel,Richard Collins,"['prison riot', ', film noir']"
False,0,,133458,tt1556243,sv,Hypnotisören,"After a young woman and her parents are murdered by a killer determined to wipe out the entire family, Detective Inspector Joona Linna works with a psychiatrist to hypnotize the son who narrowly escaped death in order to find the one surviving daughter before the murderer does.",9.090998,/tLVoHZ46TAdHgKVcb1ns0YkQ6KH.jpg,2012-09-28,0.0,121.0,Released,,The Hypnotist,False,5.3,51.0,"['Crime', ', Drama', ', Thriller']","['Filmpool Nord', ', Sonet Film', ', Svensk Filmindustri (SF)']",['Sweden'],"['fr', ', it', ', sv']",,"['Joona Linna', ', Erik Maria Bark', ', Simone Bark', ', Daniella', ', Josef']","['Tobias Zilliacus', ', Mikael Persbrandt', ', Lena Olin', ', Helena af Sandeberg', ', Jonatan Bökman']",Lasse Hallström,Paolo Vacirca,"['trauma', ', psychologist', ', hypnotist', ', broken ice', ', hypnotize']"
False,0,,26752,tt1194620,ro,Nunta mută,"In the Soviet Union a young couple wish to marry, but Joseph Stalin dies the night prior to their wedding ceremony forcing the bride and groom to marry in silence.",1.6290360000000002,/cvsxEgXcZf4C2jLXKMYdxXeK1e.jpg,2009-02-18,0.0,87.0,Released,,Silent Wedding,False,7.0,15.0,"['Comedy', ', Drama']",['Castel Film Studio'],"['Romania', ', France', ', Luxembourg']",['ro'],,"['Mara', ', Iancu']","['Meda Andreea Victor', ', Alexandru Potocean']",Horatiu Malaele,,['soviet union']
False,15000000,,208134,tt3063516,en,Jackass Presents: Bad Grandpa,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",8.000867,/9XJ1RICUVM8nxSHFphl5c6ZyQtH.jpg,2013-10-22,151831537.0,92.0,Released,Real people. Real reactions. Real messed up.,Bad Grandpa,False,6.0,688.0,['Comedy'],"['Paramount Pictures', ', MTV Films', ', Dickhouse Productions']",['United States of America'],['en'],Jackass Collection,"['Irving Zisman', ', Billy', ', Kimmy', ', Gloria', ', Ellie']","['Johnny Knoxville', ', Jackson Nicoll', ', Georgina Cates', ', Spike Jonze', ', Catherine Keener']",Jeff Tremaine,Spike Jonze,['duringcreditsstinger']
False,0,,214472,tt0335384,en,The Roller Skate Craze,"More than a dozen shots, some less than a second, of people wearing roller skates in various settings: a young man in skates sits on a low guardrail next to a city sidewalk reading, a woman with a child shoots by, a constable skates gingerly, a man skates by in suit and vest, another cleans front steps, children skate into a room where papa and siblings sit, someone slips at the base of stairs, a man in a cowboy hat moves fast, two jovial chubby women shake hands, our man in the hat trips over a wheelbarrow, then falls again as he rounds a corner, then down goes the constable. It's a crazy day on the city sidewalks.",0.036470999999999996,/5cLRGBZXX8PF2RWcUxcDp3ZGVmn.jpg,1907-08-02,0.0,1.0,Released,,The Roller Skate Craze,False,7.0,1.0,['Comedy'],['Selig Polyscope Company'],['United States of America'],['xx'],,['null'],['null'],,,"['silent film', ', rollerskating']"
False,0,,15598,tt0060086,en,Alfie,The film tells the story of a young man who leads a promiscuous lifestyle until several life reversals make him rethink his purposes and goals in life.,7.409319,/79m6E06eSRNxeEJpcYKb6BvntSE.jpg,1966-03-29,0.0,114.0,Released,Is any man an Alfie? Ask any girl!,Alfie,False,6.5,65.0,"['Comedy', ', Drama', ', Romance']","['Paramount Pictures', ', Lewis Gilbert Productions']",['United Kingdom'],['en'],,"['Alfie Elkins', ', Ruby', ', Siddie', ', Gilda', ', Annie']","['Michael Caine', ', Shelley Winters', ', Millicent Martin', ', Julia Foster', ', Jane Asher']",Lewis Gilbert,Bill Naughton,"['womanizer', ', playboy']"
False,0,,16672,tt0058625,ja,砂の女,"Jumpei Niki, a Tokyo based entomologist and educator, is in a poor seaside village collecting specimens of sand insects. As it is late in the day and as he has missed the last bus back to the city, some of the local villagers suggest that he spend the night there, they offering to find him a place to stay.",9.768832000000002,/dxAu4vdkBrUHoXuGT0ZbKh0weoQ.jpg,1964-02-15,0.0,147.0,Released,Haunting. Erotic. Unforgettable.,Woman in the Dunes,False,8.1,88.0,"['Drama', ', Thriller']","['Toho Film (Eiga) Co. Ltd.', ', Teshigahara Productions']",['Japan'],['ja'],,"['Niki Jumpei', ', The Woman', ', ', ', ', ', ']","['Eiji Okada', ', Kyoko Kishida', ', Ginzô Sekiguchi', ', Kôji Mitsui', ', Sen Yano']",Hiroshi Teshigahara,Kôbô Abe,"['art house', ', japanese new wave']"
False,0,,32273,tt0186730,fr,Ça commence aujourd'hui,"Set in a forlorn mining town near Valencienne in the north of France, the story is about one man's struggle to bring life to his once prosperous village and its inhabitants. Philippe Torreton, who won a César for Best Actor with his title role in Capitaine Conan, plays Daniel, the head teacher of a nursery school in a town demoralized by unemployment. Daniel is determined against all odds to bring life to the community. When a parent who has come to pick up her children collapses at the school grounds due to alcohol abuse, and social services turns a deaf ear to all pleas for help, Daniel decides to take the law into his own hands. Despite resistance from the townspeople, in the long run his efforts are not fruitless.",1.450026,/wzN4ozt6zLHAfaCqz3wW8J3p1C0.jpg,1999-03-12,0.0,117.0,Released,,It All Starts Today,False,7.1,10.0,['Drama'],"['Les Films Alain Sarde', ', TF1 Films Production', ', Canal+', ', Little Bear']",['France'],['fr'],,"['Valeria', ', Daniel Lefebvre', ', Samia Damouni', ', Madame Lienard', ', Cathy']","['Maria Pitarresi', ', Philippe Torreton', ', Nadia Kaci', ', Véronique Ataly', ', Nathalie Bécue']",Bertrand Tavernier,,['teacher']
False,0,,328429,tt2674430,en,Approaching the Unknown,"Captain William Stanaforth is on a one-way solo mission to take the first steps in colonising Mars. Like all pioneers throughout history, Stanaforth will face insurmountable odds and life and death decisions as he rockets bravely through space.",4.957424,/7nh8Vgs5AtZdZg7vMOXTPyZYfvR.jpg,2016-06-03,0.0,90.0,Released,,Approaching the Unknown,False,5.1,89.0,"['Thriller', ', Drama', ', Science Fiction']","['3311 Productions', ', Loveless', ', TideRock Films', ', Rooftop Films']",['United States of America'],['en'],,"['Captain William D. Stanaforth', "", Louis 'Skinny' Skinner (CapCom)"", ', Captain Emily Maddox', ', Greenstreet', ', Captain Frank Worsely']","['Mark Strong', ', Luke Wilson', ', Sanaa Lathan', ', Anders Danielsen Lie', ', Charles Baker']",Mark Elijah Rosenberg,Mark Elijah Rosenberg,"['mars', ', space travel', ', space mission', ', space']"
False,0,http://www.flatlandthemovie.com,337550,tt0814106,en,Flatland,"Set in a world of only two dimensions inhabited by sentient geometric shapes, the story follows Arthur Square and his ever-curious granddaughter Hex.  When a mysterious visitor arrives from Spaceland, Arthur and Hex must come to terms with the truth of the third dimension, risking dire consequences from the evil Circles that have ruled Flatland for a thousand years.",0.343896,/qsQxq9WhCGNkCFleQhY6qKzVnAj.jpg,2007-01-01,0.0,36.0,Released,A Journey of Many Dimensions,Flatland,False,6.2,6.0,"['Animation', ', Science Fiction']",['Flat World Productions'],['United States of America'],['en'],Flatland Collection,"['Arthur Square (voice)', ', Hex (voice)', ', King of Pointland (voice)', ', Abbott Square (voice)', ', Spherius (voice)']","['Martin Sheen', ', Kristen Bell', ', Tony Hale', ', Joe Estevez', ', Michael York']",Dano Johnson,,"['geometry', ', triangle', ', animated short', ', cube', ', dimensional travel', ', dimension', ', short', ', sphere']"
False,0,,97790,tt0274738,en,Prison of the Dead,"Kristof, an eccentric rich kid, tricks his high school friends into getting back together for a reunion of sorts, under the pretense of a funeral. The group of twenty-somethings is forced to spend the night in an old abandoned witches' prison. During a Ouija Board séance, the schoolmates accidentally unearth three dead executioners from their graves. A little confused, and quite a bit angry, the Crypt Keepers initiate a killing spree that will only end when everyone is dead. Fortunately, the schoolmates all wore black. Too bad it's for their own funerals...",0.235143,/6eM5avAZ3GMRfe344hSog84DyxS.jpg,2000-08-22,0.0,73.0,Released,There's no parole...in Hell!!!,Prison of the Dead,False,1.7,3.0,['Horror'],"['Full Moon Pictures', ', Castel Film Romania']",['Romania'],['en'],,"['Kristof St. Pierce', ', Bill', ', Calvin', ', Allie', ', Kat']","['Patrick Flood', ', Jeff Peterson', ', Sam Page', ', Kim Ryan', ', Alicia Arden']",David DeCoteau,,['null']
False,0,,114081,tt0043350,en,The Blue Veil,"Louise Mason is a young widow who fills her empty life with the task of becoming a children's nurse. As the years pass, and the widow tries to find her own place in life, her young charges, the children of various employers, grow and soon find themselves ready to face the world. When it seems that she will be alone, the nurse finds that her 'children' have ideas of their own in regards to helping their beloved mentor.",0.349985,/35BSBX1RPD4ApMJjyycN0QjHahl.jpg,1951-10-26,3550000.0,113.0,Released,Who is the real Mother of this Child? The woman who gave it life... or the woman who gave it love?,The Blue Veil,False,6.5,2.0,['Drama'],['Wald/Krasna Productions'],['null'],['en'],,"['Louise Mason', ', Fred K. Begley', ', Annie Rawlins', ', Gerald Kean', ', Mrs. Palfrey']","['Jane Wyman', ', Charles Laughton', ', Joan Blondell', ', Richard Carlson', ', Agnes Moorehead']",Curtis Bernhardt,,['null']
False,0,,72490,tt0201517,ja,カリスマ,"A seasoned detective is called in to rescue a politician held hostage by a lunatic. In a brief moment of uncertainty, he misses the chance for action. Leaving his job and family without explanation, he makes his way to a mountain forest, encountering a peculiar tree called Charisma.",0.378648,/e6d7czwF5H7uwpghJz5S6ykhRfB.jpg,1999-11-10,0.0,104.0,Released,,Charisma,False,5.8,7.0,"['Drama', ', Thriller']","['Nikkatsu', ', King Records', ', Tokyo Theatres K.K.']",['Japan'],['ja'],,"['Goro Yabuike', ', Naoto Kiriyama', ', Satoshi Nakasone', ', Chizuru Jinbo', ', Mitsuko Jinbo']","['Koji Yakusho', ', Hiroyuki Ikeuchi', ', Ren Osugi', ', Yoriko Douguchi', ', Jun Fubuki']",Kiyoshi Kurosawa,,['null']
False,30000000,,2770,tt0252866,en,American Pie 2,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",10.25103,/q4LNgUnRfltxzp3gf1MAGiK5LhV.jpg,2001-08-10,287553595.0,108.0,Released,This Summer It's All About Sticking Together.,American Pie 2,False,6.0,1375.0,"['Comedy', ', Romance']","['Universal Pictures', ', Liveplanet', ', Zide-Perry Productions']",['United States of America'],['en'],American Pie Collection,"['Jim Levenstein', ', Kevin Myers', "", Chris 'Oz' Ostreicher"", ', Steve Stifler', ', Paul Finch']","['Jason Biggs', ', Thomas Ian Nicholas', ', Chris Klein', ', Seann William Scott', ', Eddie Kaye Thomas']",J.B. Rogers,Adam Herz,"['sex', ', party', ', summer', ', beach house', ', group of friends', ', gross out comedy', ', tantra', ', mistaken for a special education student', ', superglue', ', sex comedy']"
False,0,,264241,tt0038688,fi,Levoton veri,"Regina Linnanheimo plays Sylvi, whose child is run over by a bus, prompting her to drink poison. She goes blind in the process, causing her husband to lust after her much younger sister. After undergoing a dangerous operation to regain her sight, she hides her repaired vision behind dark eyeglasses, so she can spy on her sister and husband as they carry on their affair.",0.071782,/puscjkaAPSJOboz9kDv2iyYkcHf.jpg,1946-01-01,0.0,91.0,Released,,Restless Blood,False,5.0,2.0,"['Drama', ', Romance']",['Teuvo Tulio'],['Finland'],['fi'],,"['Sylvi', ', Valter Sora', ', Outi Kahra', ', Gunilla (in Swedish-language version)', ', Valter (in Swedish-language version)']","['Regina Linnanheimo', ', Eino Katajavuori', ', Toini Vartiainen', ', Harriett Philipson', ', Hans Strååt']",Teuvo Tulio,,"['love triangle', ', sister sister relationship']"
False,0,,146072,tt0036475,en,The Underground World,"Superman has to save Lois Lane from a cult of hawk-people in an homage to Edgar Rice Burroughs's ""At the Earth's Core"".",0.111147,/uU50x63WnmglXlgSUWL53eYObAW.jpg,1943-06-18,0.0,8.0,Released,,The Underground World,False,6.5,2.0,['null'],['null'],['null'],['null'],,"['Superman/Clark Kent', ', Lois Lane', ', Henderson', ', Perry White, Narrator']","['Bud Collyer', ', Joan Alexander', ', Jackson Beck', ', Julian Noa']",Seymour Kneitel,,"['superhero', ', super powers']"
False,1200000,,1412,tt0098724,en,"Sex, Lies, and Videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,12.293656,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,1989-08-18,0.0,100.0,Released,,"Sex, Lies, and Videotape",False,6.7,188.0,['Drama'],"['Miramax Films', ', Outlaw Productions', ', Virgin']",['United States of America'],['en'],,"['Ann Bishop Mullany', ', John Mullany', ', Graham Dalton', ', Cynthia Bishop', ', Therapist']","['Andie MacDowell', ', Peter Gallagher', ', James Spader', ', Laura San Giacomo', ', Ron Vawter']",Steven Soderbergh,Steven Soderbergh,"['sexual obsession', ', sex', ', sexuality', ', camcorder', ', spanner', ', orgasm', ', videoband', ', longing', ', safe sex', ', interview', ', voyeurism']"
False,0,,216989,tt2833398,en,Doug Stanhope: Beer Hall Putsch,"Named after Hitler's failed coup attempt, Beer Hall Putsch brings you deeper into acerbic comic Doug Stanhope's twisted world with his newest one hour stand-up special filmed live at Dante's in Portland.",0.863675,/aBszBAcOeOVWonkmMJRFtE6Fic9.jpg,2013-08-19,0.0,61.0,Released,,Doug Stanhope: Beer Hall Putsch,False,8.4,5.0,['Comedy'],['New Wave Entertainment Television'],['United States of America'],['en'],,['Doug Stanhope'],['Doug Stanhope'],Jay Karas,,['stand-up comedy']
False,0,,102743,tt1520888,en,Gabi on the Roof in July,"An ambitious painter on the verge of a big break confronts his moral decay when his idealist, hell-raising, younger sister comes to stay with him in New York City for the summer.",0.299291,/xUSoahS94W0WR39pZsmVsU1BufU.jpg,2010-02-27,0.0,99.0,Released,,Gabi on the Roof in July,False,4.8,3.0,['Comedy'],['null'],['null'],['null'],,"['Gabi', ', Sam', ', Madeline', ', Garrett', ', Chelsea']","['Sophia Takal', ', Lawrence Michael Levine', ', Brooke Bloom', ', Louis Cancelmi', ', Amy Seimetz']",Lawrence Michael Levine,,['null']
